submission_id,respondent_id,submitted_at,loan_id,nps_score,nps_reason,improvement_suggestion,device_quality_happy,service_support_happy,payment_delay,support_difficulty,support_challenge_details,battery_issues,used_moapp,preferred_channel,phone_locked_on_time_payment,other_feedback,nps_category,year,month
zxGVgOa,MeKpQ4X,9/19/2025 13:39,recs6Fdhs8RQsBj6t,10,,,Yes,Yes,No,No,No challenge,No,"yes, and i am satisfied with the moapp",MoPhones App,No,No problem,Promoter,2025,2025-09
J9eyBLK,voNkNQ,9/19/2025 13:40,rec5B4YHTOK9ptRsS,10,,,No,Yes,No,No,Non,No,"yes, but i am not satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Allow Change the amount payable on the app to allow clients to pay more but not less than the amount required,Promoter,2025,2025-09
rjJXgav,kdaBQvZ,9/19/2025 13:40,recAQXHE5P9XNQJuw,3,,,No,No,Yes,No,No,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,U should change on deposit instead of double standards I was told I will pay 8300 letter to be told I have to pay 12600,Detractor,2025,2025-09
D4xLbLX,dWqeXqN,9/19/2025 13:41,recCKn7bitJmR6PAg,10,,,Yes,Yes,No,No,,No,"yes, but i am not satisfied with the moapp",Reach Out via a Sales Agent,Yes,,Promoter,2025,2025-09
vGJRpGl,Zj5rXo5,9/19/2025 13:41,rec11l3Ck0tUigyL7,10,,,Yes,Yes,No,No,Nil,No,"yes, and i am satisfied with the moapp",Free SMS – 25044,Yes,Nil,Promoter,2025,2025-09
Y5J2ekJ,VLEOBWJ,9/19/2025 13:41,rec17ZjOh4YjOq1RV,5,,,No,Yes,No,"no, i have never looked for customer care",Device draining charge very fast even if not in use,Yes,"yes, and i am satisfied with the moapp",Free SMS – 25044,No,No,Detractor,2025,2025-09
RGbO2pQ,9qGjPGK,9/19/2025 13:41,recAr1uvRx9UrkF7X,10,,,Yes,Yes,Yes,No,No,Yes,"yes, but i am not satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,No,Promoter,2025,2025-09
LZa8g9p,D4269KE,9/19/2025 13:42,rechO8AiJTAFMc97d,10,,,Yes,Yes,No,No,,No,"yes, and i am satisfied with the moapp",MoPhones App,No,"Reduce the Price ,Give me an offer",Promoter,2025,2025-09
1ANjO8b,jaDAXDY,9/19/2025 13:42,recybzRyjisOYk09Y,2,,,Yes,No,No,Yes,When purchasing i was not informed by your sales representative that i would not be able to download apps and install apps outside google play,No,"no, i have never used it",Reach Out via a Sales Agent,No,No,Detractor,2025,2025-09
9qReaO1,jOARQQ,9/19/2025 13:42,recSksJ6kcJr4GeqI,10,,,Yes,Yes,Yes,Yes,,,,,,,Promoter,2025,2025-09
5BeNQkM,kdaBXye,9/19/2025 13:43,recpElK4NNGQnNx6W,10,,,Yes,Yes,No,No,The battery is running very fast,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,Promoter,2025,2025-09
D4xLYQj,aQNqXo2,9/19/2025 13:44,recd8izjrhpNtsfyS,8,,,Yes,Yes,,,,,,,,,Passive,2025,2025-09
LZa8V5l,PdjJWLV,9/19/2025 13:44,recOy3Zkn6Hrja4pt,0,,,No,No,No,Yes,Simu inakua moto ata sijui shida ni nine.,Yes,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,I like service,Detractor,2025,2025-09
ob5JpoX,ob6LYAx,9/19/2025 13:44,recs5oyB2NJBJow1o,10,,,Yes,Yes,Yes,"no, i have never looked for customer care",Can I be exchanged this phone please,No,"yes, and i am satisfied with the moapp",Reach Out via a Sales Agent,No,No,Promoter,2025,2025-09
Xx8jgkY,OD1MKdK,9/19/2025 13:44,recX2wYl1opByZ13V,8,,,Yes,Yes,No,Yes,My device does not connet with spen why,Yes,"yes, and i am satisfied with the moapp",MoPhones App,No,,Passive,2025,2025-09
EkZpgzB,xXx5EVk,9/19/2025 13:45,recaTuUs8AmCHa3z2,9,,,Yes,Yes,No,No,,No,"yes, and i am satisfied with the moapp",MoPhones App,No,,Promoter,2025,2025-09
gDJBpVl,OD1MKop,9/19/2025 13:45,rechQoFy9G3zne7n9,10,,,Yes,Yes,No,"no, i have never looked for customer care","No, I have not yet looked for customer care",No,"yes, and i am satisfied with the moapp",Free SMS – 25044,No,"No, I don't have any",Promoter,2025,2025-09
dW87V9d,Ekz7eor,9/19/2025 13:45,recud66wyVLUrrUuN,7,,,Yes,Yes,No,,,,,,,,Passive,2025,2025-09
9qRex01,GN0Nqz,9/19/2025 13:45,recQOvXntXmNQe5i2,9,,,Yes,Yes,No,Yes,Wanted to get assistance on getting a dual Sim not a single Sim phone less than 24hrs after getting the phone but couldn't reach the customer service agent,Yes,"yes, and i am satisfied with the moapp",Reach Out via a Sales Agent,No,"None at the moment,if any I'll reach out.",Promoter,2025,2025-09
Bzjv5xR,kdaBXBe,9/19/2025 13:46,recc4Wuga0Ez2dKAV,8,,,Yes,Yes,No,No,,No,"yes, and i am satisfied with the moapp",MoPhones App,No,,Passive,2025,2025-09
b5YaGq7,GxvAaVL,9/19/2025 13:46,rec06Jw9u4LbqIul4,10,,,Yes,Yes,No,"no, i have never looked for customer care",,No,"yes, and i am satisfied with the moapp",MoPhones App,No,Continue serving us well,Promoter,2025,2025-09
0QZ45B9,kdaBXjo,9/19/2025 13:46,rec3ZrgTHmAsrtCcR,7,,,Yes,Yes,No,No,"There's no any challenges I faced 
 I'm ok. Thank you",No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,I'm ok,Passive,2025,2025-09
LZa8oz2,Np51QGp,9/19/2025 13:47,recaPEVgc3YIhrx6s,4,,,No,Yes,No,"no, i have never looked for customer care",I'm online driver and the phone performance is not good to be specific.The is slow picking requests or hugging mid trips.,Yes,"yes, and i am satisfied with the moapp",MoPhones App,No,I specifically occurred the phone for uber business but,Detractor,2025,2025-09
NpbzyBG,2E8GzQL,9/19/2025 13:47,reczvAfrLUrfDKcvO,10,,,Yes,Yes,No,No,No,No,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,Promoter,2025,2025-09
GxqMyrZ,J9KvbPo,9/19/2025 13:48,recktRzjxFcGpnV4W,1,,,Yes,Yes,Yes,No,None challenge but get hot,No,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,It's is best company,Detractor,2025,2025-09
rjJXWkL,vGj5ajA,9/19/2025 13:48,recEyEsrB2Pc8eYgV,10,,,Yes,Yes,No,No,Superb service,No,"yes, and i am satisfied with the moapp",MoPhones App,No,Excellent job,Promoter,2025,2025-09
A74k5ez,ob6LZGN,9/19/2025 13:49,recxKBgjjpqWtJmZc,9,,,Yes,Yes,No,No,It's cool,No,"yes, and i am satisfied with the moapp",MoPhones App,No,Everything is alright,Promoter,2025,2025-09
Bzjv551,GxvAVKz,9/19/2025 13:51,rec7zZDQtFz2wR9Rm,8,,,Yes,No,No,Yes,I am foreigner in Kenya and I payed in the morning around 10am imagine I got my phone around 4pm I was waiting to ve served the whole day but money reflected very longtime this is bad by the way check from your side the time I paid,No,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Improve in giving phones people after paying in time,Passive,2025,2025-09
EkZpA7L,b5VQEb2,9/19/2025 13:51,rec1GUTObfRG5hPoB,5,,,No,Yes,No,Yes,"Placed my complaint on whatsapp this morning 7am, it's 4.41pm, no response",Yes,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,My phone battery can barely do half a day from a morning full charge. On idling at night to morning it losses upto 15% despite all features being off except network connectivity. Can I get the battery replaced to a better one.,Detractor,2025,2025-09
8169yrA,6bGKdY,9/19/2025 13:52,recDCvqVc986eewWW,6,,,Yes,Yes,No,No,,,,,,,Detractor,2025,2025-09
xXRGLro,b5VQMBL,9/19/2025 13:53,recSUGJriq1naP6hU,9,,,Yes,,,,,,,,,,Promoter,2025,2025-09
A74kO5k,Zj5rkY5,9/19/2025 13:57,recRzlZCYbB8sixqN,6,,,Yes,No,No,No,I can't install some apps from samsung store due to some regulations and the apps are verified. I also can't access some phones inbuilt features that contributed to me opting for the phone,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Kindly reach out to me and solve the previous challenge that I have stated in the previous question,Detractor,2025,2025-09
449ZDWA,pbxpqzJ,9/19/2025 13:59,rec2MVKBIoAZMRFMu,8,,,Yes,Yes,Yes,Yes,"Tried calling customer service on a weekend and never got any assistance until on Monday morning,Which was frustrating.",No,"yes, and i am satisfied with the moapp",MoPhones App,No,"So far,I'm happy with the services.Keep up the good job.",Passive,2025,2025-09
EkZpe7N,lbDk8Bv,9/19/2025 14:00,recoIN6WHonzQfa6E,9,,,Yes,No,,,,,,,,,Promoter,2025,2025-09
jaJKXe4,WO9VbQj,9/19/2025 14:01,recSoyZ5BfRvhCsGo,9,,,Yes,Yes,No,"no, i have never looked for customer care",No,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,Promoter,2025,2025-09
68WqGGP,pbxpYx8,9/19/2025 14:02,recj19WJHFZaguHN6,10,,,Yes,Yes,No,No,Haven't experienced any challenge as per now.,No,"no, i have never used it",MoPhones App,No,"Am still new, lemme see how it goes.",Promoter,2025,2025-09
kdJLQg1,2E8Gdrg,9/19/2025 14:03,recBs8yTcd6gitaOB,8,,,Yes,Yes,Yes,No,My phone been locked despite being paid,No,"no, i have never used it",Self-Service USSD – *789*25044#,Yes,Bo,Passive,2025,2025-09
zxGV42g,q4Z1Qr8,9/19/2025 14:03,recQFELDuwOD3DDp4,10,,,Yes,Yes,No,No,I Spoke to customer care today and she explained to me a lot of things which I didn't know. I was grateful for the information that she gave me.,No,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,I am looking forward to finishing my payments on time and fully own the device.,Promoter,2025,2025-09
EkZpGbo,Pdj2p41,9/19/2025 14:04,rec2j1ExSDuInLqMm,8,,,Yes,Yes,No,No,,Yes,"yes, and i am satisfied with the moapp",Reach Out via a Sales Agent,No,,Passive,2025,2025-09
b5YaGPo,aQNq1xZ,9/19/2025 14:08,recvIxBlsomWdlHaY,7,,,No,No,Yes,Yes,"1. My phone has completely refused to pick dual Sim mode.
 2. Payment doesn't automatically update in the App
 3.Customer service is not 24/7
 4. Customer service team is reluctant to take in feedback and it's really frustrating.",No,"yes, but i am not satisfied with the moapp",Reach Out via a Sales Agent,Yes,"1. Please work on your MoApp
 2. Please enlighten your customer service that they should be ready to accept feedback,whether positive or negative.",Passive,2025,2025-09
QKzG95Y,VLEOWRl,9/19/2025 14:08,reccMIkcsIQTXlsGe,10,,,Yes,Yes,No,No,Hh,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,Promoter,2025,2025-09
0QZ40oN,D4266kl,9/19/2025 14:08,recSJUkssAnKhdplp,5,,,Yes,No,No,"no, i have never looked for customer care",Give alerts for due dates,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,,Detractor,2025,2025-09
gDJB8eN,LZ1LLoz,9/19/2025 14:10,recVrGot2OOTmprNz,,,,Yes,,,,,,,,,,,2025,2025-09
xXRG8xy,jaDAAk9,9/19/2025 14:11,recf1aIkp9wq9zYuJ,9,,,Yes,Yes,No,No,,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,,Promoter,2025,2025-09
jaJK8G4,rjyMMMR,9/19/2025 14:12,recaclCbxCJ8juc9D,8,,,Yes,Yes,Yes,No,No,Yes,"no, i have never used it",Free SMS – 25044,No,,Passive,2025,2025-09
5BeNabd,rjyMMYL,9/19/2025 14:12,recFMYC9bDPDyB1BR,10,,,Yes,Yes,No,No,Have no challenge,No,"yes, and i am satisfied with the moapp",MoPhones App,No,Thx soo much,Promoter,2025,2025-09
yPoO8G4,xXx55Ko,9/19/2025 14:14,recKSLlKksq97smdy,7,,,Yes,Yes,No,No,No,No,"yes, and i am satisfied with the moapp",MoPhones App,Yes,My Samsung sometimes it overheats,Passive,2025,2025-09
kdJL8Pd,RGKy9Wp,9/19/2025 14:14,rec7qe2tj9h2i73Q2,1,,,No,Yes,Yes,No,Your phone software is not right,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,,Detractor,2025,2025-09
LZa8L0O,xkPb9y,9/19/2025 14:17,recg6rBma9O7Nfcps,10,,,Yes,Yes,,,,,,,,,Promoter,2025,2025-09
J9eyvGR,jaDAVg6,9/19/2025 14:17,rec7D9CNcNbJyjCwe,10,,,Yes,Yes,No,No,,No,"yes, and i am satisfied with the moapp",Self-Service USSD – *789*25044#,No,Satisfied customer,Promoter,2025,2025-09
yPoO550,dWqeyoD,9/19/2025 14:18,recNxTJaWReVFpS7L,8,,,Yes,Yes,Yes,"no, i have never looked for customer care",payments,No,"no, i have never used it",Reach Out via a Sales Agent,No,no,Passive,2025,2025-09
KYWXjQD,aQNqMRX,9/19/2025 14:19,recrjEldvy8dF98Br,7,,,Yes,Yes,No,No,,No,"no, i have never used it",Free SMS – 25044,Yes,No,Passive,2025,2025-09
pbJgpk1,VLEO6Da,9/19/2025 14:19,recCTj26Wb3ledLYw,10,,,Yes,Yes,No,No,No I haven't .....,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,"I love mophones and people shouldn't listen to what negative and lies about this mophones ....how I wish I could change everyone to use mophones . This is the best of the best , very soon am improving to iphone",Promoter,2025,2025-09
PdboqQe,lbDkG7o,9/19/2025 14:21,recxEtKrHq2lqR9PQ,10,,,Yes,Yes,No,No,,,,,,,Promoter,2025,2025-09
eq0bJRx,ob6VyGx,9/19/2025 14:24,recbjApEp3g9H2blQ,10,,,Yes,Yes,No,No,,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,Promoter,2025,2025-09
2El2WEb,dWqeMzo,9/19/2025 14:24,recVyjC17ve12Qkjl,10,,,Yes,Yes,No,No,Communication,Yes,,,,,Promoter,2025,2025-09
LZa8rRv,ob6LqRe,9/19/2025 14:26,recoTziqnJ30sr4oy,10,,,Yes,Yes,,,,,,,,,Promoter,2025,2025-09
A74kgee,gDj6Eb4,9/19/2025 14:26,recQfB6ejGIiUSoIY,1,,,Yes,Yes,Yes,Yes,,,,,,,Detractor,2025,2025-09
WOK4WGj,YAaMy0,9/19/2025 14:27,recrcYBKAk9kHGMFe,10,,,Yes,Yes,No,No,No,No,"no, i have never used it",Reach Out via a Sales Agent,No,No,Promoter,2025,2025-09
Npbzabl,VLEOKb6,9/19/2025 14:28,recg9djH7o64Ar4Jf,9,,,,,,,,,,,,,Promoter,2025,2025-09
jaJKjd4,yPZ5Ba0,9/19/2025 14:32,recr2R4h9N94oidI4,0,,,No,No,No,Yes,Nimepewa,,,,,,Detractor,2025,2025-09
2El2p9g,81o4Xg5,9/19/2025 14:32,recIoCMjsopyCTYwY,10,,,Yes,Yes,No,No,No delays,No,"yes, and i am satisfied with the moapp",MoPhones App,No,No,Promoter,2025,2025-09
9qReVB5,ob6LJvM,9/19/2025 14:37,recfCBESrpgeCtYH4,10,,,Yes,Yes,No,No,No,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Not yet,Promoter,2025,2025-09
vGJRkQd,9qGjVXK,9/19/2025 14:40,recfK4beRLvuy9KeK,0,,,No,No,Yes,Yes,,,,,,,Detractor,2025,2025-09
Y5J2XEz,pbxpYOq,9/19/2025 14:48,recH9Tb6k5phLaoty,8,,,Yes,Yes,No,No,No,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,As day 1 I have experienced overheating,Passive,2025,2025-09
Zj1xk9v,2E8G9pp,9/19/2025 14:51,recDgmRJvJHR2aG45,7,,,Yes,Yes,No,No,"𝚝𝚑𝚎 𝚌𝚑𝚊𝚕𝚕𝚊𝚗𝚐𝚎 𝚒𝚜 𝚊𝚋𝚘𝚞𝚝 𝚝𝚑𝚎 𝚊𝚙𝚙 𝚝𝚑𝚊𝚝 𝚒𝚗𝚜𝚝𝚊𝚕𝚕𝚎𝚍 𝚒𝚝 𝚜𝚎𝚕𝚏(𝚗𝚘𝚞𝚟𝚘)𝚒𝚝 𝚍𝚘𝚎𝚜 𝚗𝚘𝚝 𝚊𝚕𝚕𝚘𝚠 𝚖𝚎 𝚝𝚘 𝚒𝚗𝚜𝚝𝚊𝚕𝚕 𝚊𝚗𝚢𝚝𝚑𝚒𝚗𝚐,𝚒𝚏 𝚒𝚝 𝚌𝚊𝚗 𝚋𝚎 𝚛𝚎𝚖𝚘𝚟𝚎𝚍 𝚒 𝚌𝚊𝚗 𝚊𝚙𝚙𝚛𝚎𝚌𝚒𝚊𝚝𝚎",Yes,"no, i have never used it",Reach Out via a Sales Agent,No,𝚗𝚘,Passive,2025,2025-09
J9e7pdX,D42G4xR,9/19/2025 15:16,recQgXoeljD0U2yat,5,,,Yes,Yes,No,No,,,,,,,Detractor,2025,2025-09
yPoLNWW,MeKxedk,9/19/2025 15:19,recBhz402KMXsdJR4,10,,,Yes,Yes,No,No,No challenge,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Extreamly Excellent.,Promoter,2025,2025-09
WOKyraj,pbx2bAP,9/19/2025 15:19,recTxEHc2z3t1yNNK,10,,,Yes,Yes,Yes,No,"The service and the product is absolutely awesome 👌 but there was a delay of reflecting after payment, please rectify",No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Am enjoying the phone,Promoter,2025,2025-09
QKzLMq7,Zj5BjNA,9/19/2025 15:21,recXt9KWRPfdpHOSY,5,,,Yes,Yes,No,No,In trems of you phone I have it is well good but the battery of your phone device it's not good.,Yes,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,Battery device it is disappointing.,Detractor,2025,2025-09
VLvMWDN,K7EoNX,9/19/2025 15:29,recS1IWFRrX2ijBOb,3,,,No,No,No,Yes,"The phone overheats,and battery drains fast,s pen stopped working on the first week of purchase",Yes,"yes, and i am satisfied with the moapp",Reach Out via a Sales Agent,No,R,Detractor,2025,2025-09
vGJkPQg,Np5ZrBW,9/19/2025 15:30,recA8PtU7wyf4Jk2f,9,,,Yes,Yes,Yes,No,No,No,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,Promoter,2025,2025-09
RGbpPkK,D42GBOR,9/19/2025 15:32,rec3PmlVetqC6TLZq,0,,,No,No,,,,,,,,,Detractor,2025,2025-09
q4Jy857,gDj66vK,9/19/2025 15:37,recqShWkmwl9ip9n7,5,,,No,No,Yes,No,,Yes,"yes, and i am satisfied with the moapp",MoPhones App,No,"Iam not satisfied at all with my phone,first the battery was draining faster then I have started to notice that the battery is swelling yet its an inbuilt battery and I had already complained about it",Detractor,2025,2025-09
b5YPxNe,dWqyN2q,9/19/2025 15:38,recFMSNXrVpelQUYO,10,,,Yes,Yes,No,No,Not any yet. Thanks,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,,Promoter,2025,2025-09
vGJRb0A,Ekz7eyN,9/19/2025 15:42,recIs1yM5RNYhDtda,10,,,Yes,Yes,No,No,B,,,,,,Promoter,2025,2025-09
816OdM5,dWqyaMV,9/19/2025 15:45,recFfkPlQt4LYPB2N,10,,,Yes,Yes,No,"no, i have never looked for customer care",,No,"yes, and i am satisfied with the moapp",MoPhones App,No,I'm ok,Promoter,2025,2025-09
KYWbM4k,lbDEeov,9/19/2025 15:46,recS8XRyUSu18nQrY,10,,,Yes,Yes,No,No,No,,,,,,Promoter,2025,2025-09
D4xQ12N,xXxWDJo,9/19/2025 15:48,recGhRqx1VbvXWrmz,8,,,Yes,Yes,No,No,No,No,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,Passive,2025,2025-09
ODbv0Y8,q4ZlRLg,9/19/2025 15:53,recuqwZTQNLFhLJru,10,,,Yes,Yes,,,,,,,,,Promoter,2025,2025-09
dW8rjoy,44Xbrd5,9/19/2025 16:08,recmXhyqisN54tnKb,9,,,Yes,Yes,No,No,Battery issue not storing charge for long,Yes,"yes, and i am satisfied with the moapp",MoPhones App,No,Nope,Promoter,2025,2025-09
Y5zY0xJ,MoxOe0,9/19/2025 16:11,rece0qJgixy8uBLVV,8,,,Yes,Yes,No,"no, i have never looked for customer care",No,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Not available,Passive,2025,2025-09
VLbg1Ma,ob6jMZM,9/19/2025 16:17,rec9KZS38zox0xRDn,9,,,No,No,No,Yes,Too many restrictions how am I suppose to install other 3rd party apps and besides they are the very reason I decided to loan this phone so really really bored 😴 😐,No,"yes, and i am satisfied with the moapp",MoPhones App,No,Remove this nonsense restrictions cant have control of this phone yet am paying for it no freedom at all total bulshit,Promoter,2025,2025-09
pbJa0jq,KYQj6Kk,9/19/2025 16:23,recRVolA4uS86fHWz,10,,,Yes,Yes,No,"no, i have never looked for customer care",.,No,"no, i have never used it",MoPhones App,No,.,Promoter,2025,2025-09
RGbpbYl,MeKxOYp,9/19/2025 16:37,recpNEi9KXY4y4fHB,5,,,No,No,No,No,My phone is always on software update 🙄.....have updated it more than ...seven times but ....still asking for software update,Yes,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,Detractor,2025,2025-09
1AN8pk4,xXxWQW5,9/19/2025 16:42,recLzUreTguwQbgJ1,8,,,Yes,Yes,No,No,No,Yes,"yes, and i am satisfied with the moapp",Reach Out via a Sales Agent,No,Keep it up,Passive,2025,2025-09
WOKy1bL,ob6jOXx,9/19/2025 16:48,recNutJ7K3hZDMTxb,2,,,No,Yes,Yes,Yes,My phone battery do not last,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Phone battery,Detractor,2025,2025-09
Me6BMJk,EkzO0rL,9/19/2025 16:49,recUiH0qa0WOCxhw6,6,,,Yes,Yes,No,"no, i have never looked for customer care",No,No,"no, i have never used it",Self-Service USSD – *789*25044#,No,,Detractor,2025,2025-09
GxqWbLQ,jaDVLMY,9/19/2025 16:51,recCGoGXWotHLKAQS,1,,,No,Yes,No,Yes,Call me,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Call me,Detractor,2025,2025-09
5BeRMXM,Bz4RBA5,9/19/2025 16:51,recWelxER68yVZRUi,1,,,No,No,No,Yes,I need to block my device,No,"yes, but i am not satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,I need to block the phone,Detractor,2025,2025-09
A74ZyMo,XxlbqKY,9/19/2025 16:52,recVt1rIFwtV2QRDa,4,,,No,No,No,No,The device you overed to me has so many issues n you guys took a lot of time to solve the client's issues,Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,Detractor,2025,2025-09
KYWbZDk,VLE61Da,9/19/2025 17:26,recAZrIGiqbOQYlvq,9,,,Yes,Yes,No,No,Nothing much really,No,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,"As much as all is well, I honestly experience serious network problems my phone easily loose network connection, I'm getting attached to it but network is my only nightmare , if I can get a solution to this , it'll be amazing, thanks for support",Promoter,2025,2025-09
rjJ7bv5,D42GXeX,9/19/2025 17:27,recv4BJrnRIlBtXb3,9,,,Yes,Yes,Yes,No,At least you should allow daily payments also,No,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,nothing,Promoter,2025,2025-09
5BeRo7N,gDjoW9l,9/19/2025 17:33,recGug6m94UrXydqX,9,,,Yes,Yes,Yes,No,Yes,,,,,,Promoter,2025,2025-09
1AN8YdW,yPZaexp,9/19/2025 17:35,recXEuwaqNAuaTt9B,5,,,Yes,Yes,No,"no, i have never looked for customer care",Not faced any challenge yet,No,"no, i have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,No im okay,Detractor,2025,2025-09
0Q156vQ,rjyyPMN,9/19/2025 18:17,reczVLijV8d5kc3l3,7,,,Yes,Yes,No,No,Am okay with this device,No,"yes, and i am satisfied with the moapp",MoPhones App,Yes,Yes the front camera is linking i don't know where ink is coming from,Passive,2025,2025-09
rjJ7ZlL,RGK9Vop,9/19/2025 18:35,rec1fM7RA2258FmuE,5,,,No,No,Yes,"no, i have never looked for customer care",No,Yes,"yes, but i am not satisfied with the moapp",Reach Out via a Sales Agent,Yes,I needed a device that supports wireless charging... I was disappointed when I noticed that this device doesn't support and no one bothered to tell me.,Detractor,2025,2025-09
xXROVvk,Z4BBqo,9/19/2025 19:10,rec3mhedWUOmCoyJ5,10,,,Yes,Yes,No,No,"I haven't faced any challenge and the phone is functioning well .
 Am just asking whether there is an option to remove the ""this phone belongs to your company"" watermark on the lockscreen",No,"yes, and i am satisfied with the moapp",MoPhones App,No,"I'm a satisfied customer 😚
 Niko best.",Promoter,2025,2025-09
kdJMl6o,b5VJy4g,9/19/2025 19:14,recOfsQmaGw5FCcyQ,8,,,Yes,Yes,No,"no, i have never looked for customer care",Na,Yes,"no, i have never used it",Free SMS – 25044,No,No,Passive,2025,2025-09
449e8Po,xXxW8MJ,9/19/2025 19:59,recJ69NKQo7pGxLCr,2,,,No,No,No,No,,Yes,"yes, and i am satisfied with the moapp",Self-Service USSD – *789*25044#,No,My phone battery life is terrible basically on my second week.,Detractor,2025,2025-09
449eZvB,9qGkQbK,9/19/2025 23:18,recrpytrv9pKjzZNL,0,,,No,No,No,Yes,There is no data privacy.,,,,,,Detractor,2025,2025-09
5BeWyZP,ob6Py8O,9/19/2025 23:43,recLZTfqtdeAupDIS,9,,,Yes,Yes,No,No,Okay,No,"yes, and i am satisfied with the moapp",MoPhones App,No,No,Promoter,2025,2025-09
jaJ1Ok4,7RlAWBA,9/19/2025 23:46,recIwjaWpQeWzKaBD,10,,,Yes,Yes,No,"no, i have never looked for customer care",Nope,No,"yes, and i am satisfied with the moapp",MoPhones App,No,Great service,Promoter,2025,2025-09
RGb7e59,jaDR88a,9/20/2025 5:21,recglp8opNOVlh0JS,3,,,Yes,No,Yes,Yes,Wrong information,No,"yes, and i am satisfied with the moapp",Reach Out via a Sales Agent,No,.,Detractor,2025,2025-09
7Ra80NR,vGjZ8aD,9/20/2025 5:22,recDyl2tJIMKJac99,7,,,No,No,No,No,"I faced the big challenge with this phone .
 
 Battery life is 11 hrs why?",Yes,"yes, and i am satisfied with the moapp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Only battery life,Passive,2025,2025-09
RGb79NP,9qGkkDG,9/20/2025 5:54,rec9N6pqUOcTDxHBf,8,,,Yes,Yes,No,"no, i have never looked for customer care",No challenge experienced,,,,,,Passive,2025,2025-09
Y5JEDpW,LZ1rRRJ,9/20/2025 6:58,recdtYPdos5r1Fym0,9,,,Yes,Yes,No,No,,,,,,,Promoter,2025,2025-09
rjJNjAl,yPZQWx0,9/20/2025 7:06,recmt9V6tXdRpK6kE,5,,,No,Yes,No,No,No,No,"yes, and i am satisfied with the moapp",MoPhones App,No,You have alot of restrictions on app installation which i dont find it fare,Detractor,2025,2025-09
kdJDZOZ,kda2eAd,9/20/2025 8:24,recAvFaGWZj5sLAZD,10,,,Yes,Yes,No,No,Bought cash but the customer service was excellent,Yes,"no, i have never used it",Reach Out via a Sales Agent,No,Not really applicable,Promoter,2025,2025-09
Xx2l9RY,q4Z9y82,9/20/2025 14:17,rec9xwQyEdSkD5aWu,8,,,No,Yes,No,No,No,Yes,"yes, and i am satisfied with the moapp",MoPhones App,No,No,Passive,2025,2025-09
